Spec.No.,S.W.No.,Mass_Single,Fam_Genus,species,Date,County,Location,Grid ref,Sex,Length Imp.,Length Met.,Condition,in Collections,year,sequ,lett,Entered,Updated,Count,MCS,BMNH,Rect.CoNAord.,Latitude,Longitude,Other refs,age,Old County,GRef Source,By Catch,Rep.Source,SMRU animal,SMRU No,RLaw,IoZ London,JBaker,VSimpson,CBRU,RJReid,NMS No,Irish,Other,Comb_other_ref,Year_val,Month_val,Day_val,Aggregated_Date,Name Common,Name Current Sci ,Beak Len (m),Beak-Blowhole(m),Snout-mid BF (m),Tail-mid BF (m),BF base Len (m),BF max Height(m),Tail span (m),Tail Depth (m),Tail Curve (m),Keel/T.Stock (m),Flipper Len (m),Flipper Wid (m),Body Girth (m),Gen Slit Len (m),Gen Slit-anus(m),Teeth Top Jaw,Teeth Low Jaw,Teeth Diam mm,Baleen Plate clr,Baleen Fring clr,Country Code,C.of Death,Parasites,Comment
63,1913/8,m,Phocoena,phocoena?,01-Aug-13,Yorkshire,Coatham,NZ59502560,NA,NA,NA,NA,NA,1913,8,NA,02-Nov-90,27-Apr-09,4112,ZK0085?,ZK0085?,45950052560,54.62191569,-1.078397772,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,8,1,19130801,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,a)1st info 1913/11 (of 1913/8-12) b)Common Porpoise
64,1913/8,m,Phocoena,phocoena?,01-Aug-13,Yorkshire,Coatham,NZ59502560,NA,NA,NA,NA,NA,1913,8,NA,02-Nov-90,27-Apr-09,4113,ZK0085?,ZK0085?,45950052560,54.62191569,-1.078397772,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,8,1,19130801,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,a)1st info 1913/12 (of 1913/8-12) b)Common Porpoise
65,1913/13,S,cetacean,sp.indet.,08-Aug-13,Northumberland,North Shields (nr.St Mary Lighthouse),NZ35307550,NA,26'+,7.92m+*,decayed,NA,1913,13,NA,02-Nov-90,23-Dec-08,2885,ZK0039,ZK0149,43530057550,55.07264096,-1.447110532,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,8,8,19130808,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
66,1913/14,S,Balaenoptera,physalus,09-Aug-13,"Donegal, EIRE",Inishbofin (Meenlaragh),B878330,NA,80'0'',24.38m,decayed,NA,1913,14,NA,02-Nov-90,23-Dec-08,2610,ZK0135,ZK0135,NA,55.1446,-8.1907,NA,NA,S.Ireland,*BMNH LEJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,8,9,19130809,Fin whale,Balaenoptera physalus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,NA,a)Fin Whale b)E=-911700m N=7354900m
67,1913/15,S,Phocoena,phocoena,11-Aug-13,Yorkshire,Coatham,NZ59502560,NA,NA,NA,NA,NA,1913,15,NA,02-Nov-90,23-Dec-08,1810,ZK0085,ZK0085,45950052560,54.62191569,-1.078397772,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,8,11,19130811,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise  Printout gives Mass
68,1913/16,S,Phocoena,phocoena,11-Aug-13,Yorkshire,Coatham,NZ59502560,NA,NA,NA,NA,NA,1913,16,NA,02-Nov-90,23-Dec-08,1811,ZK0085,ZK0085,45950052560,54.62191569,-1.078397772,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,8,11,19130811,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise  Printout gives Mass
69,1913/17,S,cetacean,sp.indet.,12-Aug-13,"Ayr, Scotland","Burnfoot, 4.75 miles N. of Ballantrae",NX05107640,NA,27'0'',8.23m*,decayed,NA,1913,17,NA,02-Nov-90,23-Dec-08,2886,ZK0039,ZK0149,20510057640,55.04374785,-5.0509199,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,8,12,19130812,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Unidentified Cetaceans
70,1913/18,S,cetacean,sp.indet.,21-Aug-13,Norfolk,Bacton,TG34603400,NA,3'0'',0.91m*,"dead,good",NA,1913,18,NA,02-Nov-90,23-Dec-08,2887,ZK0039,ZK0149,63460033400,52.85196601,1.484746092,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,8,21,19130821,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
71,1913/19,S,Grampus,griseus,23-Aug-13,"Jersey, Channel Isles","Gorey, Grouville Bay",WV7150,NA,11'8'',3.56m*,NA,NA,1913,19,NA,02-Nov-90,23-Dec-08,981,ZK0074,ZK0074,NA,49.20119693,-2.019896829,NA,NA,NA,JREC,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,8,23,19130823,Risso's dolphin,Grampus griseus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6,NA,NA,"a)Risso's Dolphin. Estimated gref=49deg 11'47''N, 002deg 01'19''W (DKP) b)JREC=3.5m, 01 Aug 1913, 1st info 4m, dead,"
72,1913/20,S,Balaenoptera,acutorostrata,24-Aug-13,"Aberdeen, Scotland",Collieston,NK04002830,NA,25'0'',7.62m*,NA,NA,1913,20,NA,02-Nov-90,23-Dec-08,328,ZK0132,ZK0132,40400082830,57.34539911,-1.93353066,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,8,24,19130824,Minke whale,Balaenoptera acutorostrata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Lesser Rorqual
73,1913/22,S,Phocoena,phocoena,28-Aug-13,"Shetland Isles, Scotland",Fair Isle,HU21707400,NA,3'6'',1.07m*,NA,NA,1913,22,NA,02-Nov-90,23-Dec-08,1812,ZK0085,ZK0085,42170117400,60.44977781,-1.605549405,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,8,28,19130828,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Common Porpoise
74,1913/23,S,Balaenoptera,sp.indet.,06-Sep-13,Yorkshire,Tunstall,TA31403200,NA,27'0'',8.23m*,decayed,NA,1913,23,NA,02-Nov-90,23-Dec-08,476,ZK0131,ZK0137,53140043200,53.76752787,-6.18640282,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,6,19130906,Unknown balaenoptera,un. Balaenoptera ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified rorquals
75,1913/24,S,cetacean,sp.indet.,07-Sep-13,Norfolk,Bacton,TG34603400,NA,3'2'',0.97m*,"dead,good",NA,1913,24,NA,02-Nov-90,23-Dec-08,2888,ZK0039,ZK0149,63460033400,52.85196601,1.484746092,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,7,19130907,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
76,1913/25,S,cetacean,sp.indet.,07-Sep-13,Norfolk,Palling,TG43702720,NA,5'0'',1.52m*,decayed,NA,1913,25,NA,02-Nov-90,23-Dec-08,2889,ZK0039,ZK0149,64370032720,52.78691229,1.61455665,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,7,19130907,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
77,1913/26,S,cetacean,sp.indet.,08-Sep-13,Norfolk,Happisburgh,TG38403130,NA,3'4'',1.02m*,decayed,NA,1913,26,NA,02-Nov-90,23-Dec-08,2890,ZK0039,ZK0149,63840033130,52.82606959,1.539102051,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,8,19130908,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
78,1913/27,S,odontocete,sp.indet.,08-Sep-13,Norfolk,Sheringham,TG16504360,NA,NA,NA,decayed,NA,1913,27,NA,02-Nov-90,23-Dec-08,1544,ZK0040,ZK0127,61650034360,52.94571824,1.222764354,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,8,19130908,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
79,1913/28,S,odontocete,sp.indet.,08-Sep-13,Lincolnshire,Sutton-on-Sea,TF52708150,NA,4'10'',1.47m*,decayed,NA,1913,28,NA,02-Nov-90,23-Dec-08,1545,ZK0040,ZK0127,55270038150,53.30812209,0.292099847,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,8,19130908,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
80,1913/29,S,odontocete,sp.indet.,11-Sep-13,Norfolk,Bacton,TG34603400,NA,3'8'',1.12m*,decayed,NA,1913,29,NA,02-Nov-90,23-Dec-08,1546,ZK0040,ZK0127,63460033400,52.85196601,1.484746092,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,11,19130911,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
81,1913/30,S,odontocete,sp.indet.,13-Sep-13,Lancashire,Blundell Sands,SJ30009980,NA,3'6'',1.07m*,"dead, good",NA,1913,30,NA,02-Nov-90,23-Dec-08,1547,ZK0040,ZK0127,33000039980,53.4899967,-3.055160234,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,13,19130913,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
82,1913/31,S,odontocete,sp.indet.,18-Sep-13,Lincolnshire,Donnanook,TF43509950,NA,NA,NA,decayed,NA,1913,31,NA,02-Nov-90,23-Dec-08,1548,ZK0040,ZK0127,54350039950,53.47239305,0.162296952,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,18,19130918,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
83,1913/32,S,odontocete,sp.indet.,19-Sep-13,Northumberland,"Embleton, 600yds N. of Beadnell Point",NU24402330,NA,NA,NA,decayed,NA,1913,32,NA,02-Nov-90,23-Dec-08,1549,ZK0040,ZK0127,42440062330,55.50285538,-1.613678014,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,19,19130919,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
84,1913/33,S,odontocete,sp.indet.,20-Sep-13,Cornwall,"Porthallow, nr. Coverack",SW79702330,NA,NA,NA,decayed,NA,1913,33,NA,02-Nov-90,23-Dec-08,1550,ZK0040,ZK0127,17970002330,50.06830446,-5.078853852,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,20,19130920,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
85,1913/34,S,Delphinus,delphis,22-Sep-13,Kent,"Lydd (Hoy Sluice, nr.Romney)",TR09252700,NA,7'0'',2.13m*,NA,NA,1913,34,NA,02-Nov-90,23-Dec-08,699,ZK0048,ZK0048,60925012700,51.00373224,0.982865411,NA,NA,NA,BMNH KTAS,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,22,19130922,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common dolphin
86,1913/35,S,Balaenoptera,acutorostrata,26-Sep-13,"Angus, Scotland",Arbroath,NO64304030,M,25'0'',7.62m*,NA,NA,1913,35,NA,02-Nov-90,23-Dec-08,329,ZK0132,ZK0132,36430074030,56.55343565,-2.580797076,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,26,19130926,Minke whale,Balaenoptera acutorostrata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Lesser Rorqual
87,1913/36,S,Phocoena,phocoena?,26-Sep-13,Suffolk,Alderton,TM36104140,NA,5'0'',1.52m*,NA,NA,1913,36,NA,02-Nov-90,23-Dec-08,1813,ZK0085?,ZK0085?,63610024140,52.02026838,1.441543036,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,26,19130926,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise    Printout gives Mass
88,1913/37,S,Phocoena,phocoena?,26-Sep-13,Suffolk,Alderton,TM36104140,F,5'0'',1.52m*,NA,NA,1913,37,NA,02-Nov-90,23-Dec-08,1814,ZK0085?,ZK0085?,63610024140,52.02026838,1.441543036,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,26,19130926,Harbour porpoise,phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise   Printout gives Mass
89,1913/38,S,Hyperoodon,ampullatus,27-Sep-13,Lincolnshire,Skegness,TF57506350,NA,13'0'',3.96m*,NA,NA,1913,38,NA,02-Nov-90,23-Dec-08,225,ZK0125,ZK0125,55750036350,53.14503612,0.355191236,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,27,19130927,BottleNAnosed whale,Hyperoodon ampullatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Bottle-nosed Whale
90,1913/39,S,odontocete,sp.indet.,29-Sep-13,Lincolnshire,Mablethorpe (Saltfleet),TF46509370,NA,5'6'',1.68m*,decayed,NA,1913,39,NA,02-Nov-90,23-Dec-08,1551,ZK0040,ZK0127,54650039370,53.41946619,0.20476473,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,29,19130929,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes. Grid ref. chosen for Saltfleet not          Mablethorpe (DKP).
91,1913/40,S,cetacean,sp.indet.,29-Sep-13,Cornwall,Mevagissey,SX01904480,NA,9'0'',2.74m*,NA,NA,1913,40,NA,02-Nov-90,23-Dec-08,2891,ZK0039,ZK0149,20190004480,50.26927153,-4.780191696,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,9,29,19130929,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
92,1913/41,m,odontocete,sp.indet.,01-Oct-13,Lincolnshire,Mablethorpe,TF51008540,NA,NA,NA,decayed,NA,1913,41,NA,02-Nov-90,27-Apr-09,1552,ZK0040,ZK0127,55100038540,53.34364192,0.268462387,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,1,19131001,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,a)1st info 1913/41-42 b)Unidentified Odontocetes
93,1913/41,m,odontocete,sp.indet.,01-Oct-13,Lincolnshire,Mablethorpe,TF51008540,NA,NA,NA,decayed,NA,1913,41,NA,02-Nov-90,27-Apr-09,1553,ZK0040,ZK0127,55100038540,53.34364192,0.268462387,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,1,19131001,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,a)1st info 1913/42 (of 1913/41-42) b)Unidentified Odontocetes
94,1913/43,S,odontocete,sp.indet.,01-Oct-13,Norfolk,Happisburgh,TG38403130,NA,4'0'',1.22m*,decayed,NA,1913,43,NA,02-Nov-90,23-Dec-08,1554,ZK0040,ZK0127,63840033130,52.82606959,1.539102051,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,1,19131001,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
95,1913/44,S,Phocoena,phocoena,02-Oct-13,Kent,Birchington,TR30307000,NA,NA,NA,NA,NA,1913,44,NA,02-Nov-90,23-Dec-08,1815,ZK0085,ZK0085,63030017000,51.38175044,1.310001397,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,2,19131002,Harbour porpoise,Phocoena phocoena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Common Porpoise
96,1913/45,S,odontocete,sp.indet.,02-Oct-13,Lincolnshire,Mablethorpe,TF51008540,NA,5'0'',1.52m*,"dead, good",NA,1913,45,NA,02-Nov-90,23-Dec-08,1555,ZK0040,ZK0127,55100038540,53.34364192,0.268462387,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,2,19131002,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
97,1913/47,S,odontocete,sp.indet.,04-Oct-13,Norfolk,Caister-on-Sea,TG52901200,NA,NA,NA,decayed,NA,1913,47,NA,02-Nov-90,23-Dec-08,1556,ZK0040,ZK0127,65290031200,52.64631563,1.739004265,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,4,19131004,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
98,1913/48,S,odontocete,sp.indet.,05-Oct-13,Suffolk,Orford,TM45004900,NA,11'6'',3.51m*,NA,NA,1913,48,NA,02-Nov-90,23-Dec-08,1557,ZK0040,ZK0127,64500024900,52.08461433,1.576455733,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,5,19131005,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
99,1913/49,S,cetacean,sp.indet.,05-Oct-13,Sussex,Bexhill-on-Sea,TQ74500690,NA,8'6'',2.59m*,NA,NA,1913,49,NA,02-Nov-90,23-Dec-08,2892,ZK0039,ZK0149,57450010690,50.83472754,0.478432091,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,5,19131005,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
100,1913/50,S,Delphinus,delphis?,05-Oct-13,"Galway, EIRE",Cleggan,L610581,NA,6'8'',2.03m*,NA,NA,1913,50,NA,02-Nov-90,23-Dec-08,700,ZK0048,ZK0048?,NA,53.554,-10.0971,NA,NA,S.Ireland,*BMNH LEJ,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,5,19131005,Common dolphin,Delphinus delphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5,NA,NA,a)common dolphin b)E=-1123900m N=7051700m
101,1913/51,S,cetacean,sp.indet.,06-Oct-13,Yorkshire,Flamborough,TA23306930,NA,NA,NA,decayed,NA,1913,51,NA,02-Nov-90,23-Dec-08,2893,ZK0039,ZK0149,52330046930,54.10461041,-0.113960742,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,6,19131006,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
102,1913/52,S,cetacean,sp.indet.,06-Oct-13,"Berwick, Scotland",Eyemouth,NT94506450,NA,NA,NA,NA,NA,1913,52,NA,02-Nov-90,23-Dec-08,2894,ZK0039,ZK0149,39450066450,55.87366482,-2.087908516,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,6,19131006,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Unidentified Cetaceans
103,1913/53,S,odontocete,sp.indet.,08-Oct-13,Norfolk,Cromer,TG22504230,NA,5'0'',1.52m*,decayed,NA,1913,53,NA,02-Nov-90,23-Dec-08,1558,ZK0040,ZK0127,62250034230,52.93159682,1.311026456,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,8,19131008,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
104,1913/54,S,cetacean,sp.indet.,09-Oct-13,Suffolk,Aldeburgh,TM46605650,NA,15'0'',4.57m*,decayed,NA,1913,54,NA,02-Nov-90,23-Dec-08,2895,ZK0039,ZK0149,64660025650,52.15120734,1.60519521,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,9,19131009,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
105,1913/55,S,Balaenoptera,acutorostrata?,10-Oct-13,"Inverness, Scotland","North Uist, Outer Hebrides",NF81407680,NA,16'0'',4.88m*,NA,NA,1913,55,NA,02-Nov-90,23-Dec-08,330,ZK0132?,ZK0132?,8140087680,57.66819516,-7.344552614,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,10,19131010,Minke whale,Balaenoptera acutorostrata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,NA,NA,Lesser Rorqual
106,1913/56,S,Hyperoodon,ampullatus,11-Oct-13,Sussex,"Felpham, 4 miles E. of Bognor",SZ96509940,NA,12'+,3.66m+*,NA,NA,1913,56,NA,02-Nov-90,23-Dec-08,226,ZK0125,ZK0125,49650009940,50.78556571,-0.630903629,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,11,19131011,BottleNAnosed whale,Hyperoodon ampullatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Bottle-nosed Whale
107,1913/57,S,cetacean,sp.indet.,11-Oct-13,Yorkshire,Skinningrove,NZ71402030,NA,5'0'',1.52m*,"dead,good",NA,1913,57,NA,02-Nov-90,23-Dec-08,2896,ZK0039,ZK0149,47140052030,54.57274628,-0.895402129,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,11,19131011,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
108,1913/58,S,odontocete,sp.indet.,11-Oct-13,Norfolk,Cromer,TG22504230,NA,NA,NA,decayed,NA,1913,58,NA,02-Nov-90,23-Dec-08,1559,ZK0040,ZK0127,62250034230,52.93159682,1.311026456,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,11,19131011,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
109,1913/59,S,cetacean,sp.indet.,12-Oct-13,Hampshire,Southbourne,SZ13509130,NA,20'0'',6.1m*,decayed,NA,1913,59,NA,02-Nov-90,23-Dec-08,2897,ZK0039,ZK0149,41350009130,50.7205948,-1.808736904,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,12,19131012,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Cetaceans
110,1913/60,S,odontocete,sp.indet.,14-Oct-13,Suffolk,Alderton,TM36104140,NA,4'0'',1.22m*,decayed,NA,1913,60,NA,02-Nov-90,23-Dec-08,1560,ZK0040,ZK0127,63610024140,52.02026838,1.441543036,NA,NA,NA,BMNH DKP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,10,14,19131014,Unknown odontocete  ,un. Odontocete ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,NA,NA,Unidentified Odontocetes
