#,Event Date,Year ,Species,Name.Current.Sci,Location,County/Region,GPS Lat,GPS Long,GridRef,Record ID,Stranding ID,Observer,Live Stranding
1900,31/12/2006,2006,common dolphin,Delphinus delphis,Ownahincha,Co. Cork,51.5661,-9.0011,,2925,2006_152,Daniel Lettice -  Padraig Whooley, NO
1901,30/12/2006,2006,common dolphin,Delphinus delphis,Inishmor Aran Islands,Co. Galway,53.13,-9.68,,2919,2006_148,Rnn Mac Giollapharaic, NO
1902,30/12/2006,2006,pilot whale,Globicephala melas,Baltimore,Co. Cork,51.47,-9.358,,2920,2006_149,Jerry Smith -  Aquaventures Ltd. , NO
1903,30/12/2006,2006,striped dolphin,Stenella coeruleoalba,Inchydoney,Co. Cork,51.596,-8.859,,2930,2006_150,Sean Ronayne, NO
1904,29/12/2006,2006,harbour porpoise,Phocoena phocoena,Newcastle,Co. Down,54.21,-5.88,,3126,2006_147,Anne McComb -  Mourne Observer., NO
1905,29/12/2006,2006,whale species,whale species,Union Hall,Co. Cork,51.536,-9.118,,2921,2006_146,Nic Slocum -  Whale Watch West Cork, NO
1906,28/12/2006,2006,striped dolphin,Stenella coeruleoalba,Fermoyle,Co. Kerry,52.243,-10.119,,2931,2006_145,Sean Ronayne -  Mick O'Connell, NO
1907,25/12/2006,2006,harbour porpoise,Phocoena phocoena,Ardmore Bay,Co. Waterford,51.953,-7.719,,2918,2006_144,Andrew Malcolm, NO
1908,16/12/2006,2006,Cuvier's beaked whale,Ziphius cavirostris,Aran Islands,Co. Galway,53.07,-9.52,,2917,2006_143,Paddy Crowe, NO
1909,13/12/2006,2006,common dolphin,Delphinus delphis,Barna,Co. Galway,53.25,-9.13,,2916,2006_142,Joanne O'Brien (GMIT) and James Redmond, NO
1910,07/12/2006,2006,common dolphin,Delphinus delphis,Inch Dingle Bay,Co. Kerry,52.13,-9.98,,2915,2006_141,Kate Moyna -  Mick O'Connell, NO
1911,05/12/2006,2006,pilot whale,Globicephala melas,Quilty,Co. Clare,52.811,-9.478,,2914,2006_140,Simon Berrow and Jim Martin, NO
1912,01/12/2006,2006,pilot whale,Globicephala melas,Dingle Bay,Co. Kerry,52.15,-10.01,,2912,2006_139,Michael Horgan -  Irish Seal Sanctuary -  Kate Moyna, NO
1913,28/11/2006,2006,pilot whale,Globicephala melas,Mullet Peninsula,Co. Mayo,54.138,-10.124,,2911,2006_138,Irene O'Brien (NPWS), NO
1914,18/11/2006,2006,pilot whale,Globicephala melas,Doughmore Doonbeg,Co. Clare,52.7556,-9.5022,,2910,2006_137,Ciaran at Doonbeg Golf course.  Visited by Simon Berrow and Frances Bermingham on 20 Nov. Ivor McMahon, NO
1915,15/11/2006,2006,Risso's dolphin,Grampus griseus,Pollan Bay Inishowen,Co. Donegal,55.29,-7.39,,2913,2006_136,Emmett Johnston (NPWS), NO
1916,14/11/2006,2006,whale species,whale species,St. John's Point,Co. Donegal,54.591,-8.399,,2909,2006_135,John Boyd -  Brian Cannon -  Frances O'Dwyer, NO
1917,12/11/2006,2006,Sowerby's beaked whale,Mesoplodon bidens,Killala Bay,Co. Sligo,54.2204,-9.0972,,2906,2006_134,Neil Gilroy and Pamela Bergin, NO
1918,11/11/2006,2006,common dolphin,Delphinus delphis,Inch Dingle Bay,Co. Kerry,52.123,-9.969,,2904,2006_133,Kate Moyna -  Mick O'Connell, NO
1919,07/11/2006,2006,common dolphin,Delphinus delphis,Claggan Island Gweesalia,Co. Mayo,54.1757,-9.9635,,2907,2006_132,James Kilroy (NPWS), YES
1920,06/11/2006,2006,common dolphin,Delphinus delphis,Mullet Peninsula,Co. Mayo,54.225,-10.057,,2905,2006_131,Irene O'Brien (NPWS), NO
1921,03/11/2006,2006,bottlenose dolphin,Tursiops truncatus,Ballyheigue,Co. Kerry,52.392,-9.86,,2900,2006_130,Kerry Co. Co. -  Kevin Flannery -  Emer Rogan -  Mick O'Connell, NO
1922,27/10/2006,2006,whale species,whale species,Clifden Bay,Co. Galway,53.528,-10.139,,2899,2006_129,Simon Berrow, NO
1923,22/10/2006,2006,common dolphin,Delphinus delphis,Horse Is. Loop Head,Co. Clare,52.55,-9.88,,2898,2006_128,Simon and Ronan Berrow -  Frances Bermingham, NO
1924,20/10/2006,2006,striped dolphin,Stenella coeruleoalba,Iniskea Islands,Co. Mayo,54.109,-10.22,,2901,2006_127,Oliver Kiely -  Irene O'Brien (NPWS), NO
1925,16/10/2006,2006,striped dolphin,Stenella coeruleoalba,Mullet Peninsula,Co. Mayo,54.222,-10,,2894,2006_125,Western Fire Service -  Pat Cowman -  James Kilroy (NPWS), YES
1926,16/10/2006,2006,common dolphin,Delphinus delphis,Ballycotton,Co. Cork,51.846,-8.02,,2896,2006_126,Chris Cullen -  Pat Smiddy -  Emer Rogan.  Photos provided by John Coveney, NO
1927,15/10/2006,2006,striped dolphin,Stenella coeruleoalba,Long Strand Castlefreke,Co. Cork,51.553,-8.96,,2895,2006_124,Colin Barton -  Padraig Whooley, NO
1928,14/10/2006,2006,cetacean species,cetacean species,Inch Dingle Bay,Co. Kerry,52.14,-9.98,,2897,2006_123,Tim Donoghue (NPWS) -  Mick O'Connell, NO
1929,11/10/2006,2006,striped dolphin,Stenella coeruleoalba,Red Barn Strand Youghal bay,Co. Cork,51.9267,-7.8667,,2892,2006_122,Janet Howley -  IWDG Member & Pat Smiddy NPWS, NO
1930,09/10/2006,2006,cetacean species,cetacean species,Long Strand Castlefreke,Co. Cork,51.558,-8.97,,2891,2006_121,Niall Daly, NO
1931,07/10/2006,2006,cetacean species,cetacean species,Roaringwater Bay,Co. Cork,51.505,-9.42,,2889,2006_120,Denis Minihane, YES
1932,05/10/2006,2006,leatherback turtle,leatherback turtle,Ballyteige Bay,Co. Wexford,52.217,-6.679,,2888,2006_119,Tony Murray (NPWS), NO
1933,29/09/2006,2006,white-beaked dolphin,Lagenorhynchus albirostris,Mullaghmore,Co. Sligo,54.44,-8.469,,2908,2006_118,Don Cotton -  Jean Dunleavy, NO
1934,26/09/2006,2006,common or striped dolphin,common or Stenella coeruleoalba,Dundrum Bay,Co. Down,54.25,-5.738,,2890,2006_117,Gavin Duffy -  Ian Enlander, NO
1935,24/09/2006,2006,cetacean species,cetacean species,Bunmahon,Co. Waterford,52.136,-7.372,,2885,2006_116,Rosie Hunwith, NO
1936,23/09/2006,2006,leatherback turtle,leatherback turtle,Rosslare,Co. Wexford,52.22,-6.337,,2886,2006_115,Kevin McCormick -  Tony Murray (NPWS), NO
1937,14/09/2006,2006,common dolphin,Delphinus delphis,Broadhaven Bay,Co. Mayo,54.22,-9.97,,2893,2006_114,Pat Cowman -  Irene O'Brien (NPWS) -  Emer Rogan, YES
1938,12/09/2006,2006,sperm whale,Physeter macrocephalus ,Ballysadare Bay,Co. Sligo,54.25,-8.617,,2883,2006_113,Will Woodrow -  Tim Roderick (NPWS) -  Don Cotton (Sligo IT), YES
1939,11/09/2006,2006,common dolphin,Delphinus delphis,Kilmackillogue Harbour Kenmare River,Co. Kerry,51.772,-9.835,,2881,2006_111,Colette Mougin -  Janet Hawker, NO
1940,11/09/2006,2006,bottlenose dolphin,Tursiops truncatus,Dingle Bay,Co. Kerry,52.121,-10.225,,2882,2006_112,Sara and Brian Millar, NO
1941,08/09/2006,2006,bottlenose dolphin,Tursiops truncatus,Maree,Co. Galway,53.21,-8.99,,2880,2006_110,Reported by Nick Scott and Micheline Sheehy-Skeffington.  Visited by Joanne O'Brien and Sabina Springer. , YES
1942,02/09/2006,2006,striped dolphin,Stenella coeruleoalba,Baltray Beach,Co. Louth,53.73,-6.25,,2876,2006_109,Derek Watters, NO
1943,30/08/2006,2006,harbour porpoise,Phocoena phocoena,,,52.24,-10.14,,2870,2006_108,Christian Brene, NO
1944,29/08/2006,2006,cetacean species,cetacean species,Smerwick Harbour,Co. Kerry,52.18,-10.37,,2875,2006_106,Helena Ni Conchur, NO
1945,29/08/2006,2006,common dolphin,Delphinus delphis,Sligo,Rockall,54.21,-9.11,,2884,2006_107,Pamela Bergin, NO
1946,28/08/2006,2006,bottlenose dolphin,Tursiops truncatus,Waterville,Co. Kerry,51.82,-10.177,,2877,2006_105,Clare Heardman (NPWS) -  Lucy Hunt, NO
1947,27/08/2006,2006,northern bottlenose whale,Hyperoodon ampullatus,Blasket Islands,Co. Kerry,52.11,-10.52,,2871,2006_103,Sue Redican, NO
1948,27/08/2006,2006,pilot whale,Globicephala melas,Dawros Head,Co. Donegal,54.83,-8.56,,2872,2006_104,Willie Porter -  Emer Magee (NPWS), NO
1949,23/08/2006,2006,minke whale,Balaenoptera acutorostrata,Eyeries,Co. Cork,51.69,-9.97,,2873,2006_102,Patrick Lyne -  Cian and Ruairi O'Sullivan, NO
1950,21/08/2006,2006,common dolphin,Delphinus delphis,Sandycove Kinsale,Co. Cork,51.68,-8.517,,2867,2006_100,Colette Acton, YES
1951,21/08/2006,2006,common or striped dolphin,common or Stenella coeruleoalba,Ballydavid Head,Co. Kerry,52.24,-10.31,,2868,2006_101,Aileen Walsh -  David Chippendale, NO
1952,19/08/2006,2006,cetacean species,cetacean species,Skellig Island,Co. Kerry,51.76,-10.59,,2874,2006_099,Des O'Driscoll -  Des Lavelle, NO
1953,18/08/2006,2006,basking shark,basking shark,Fermoyle,Co. Kerry,52.24,-10.14,,2865,2006_098,Mick O'Connell, NO
1954,17/08/2006,2006,striped dolphin,Stenella coeruleoalba,Gweebarra Bay,Co. Donegal,54.85,-8.43,,2866,2006_097,Tamahine Dooley -  Emer Magee (NPWS), NO
1955,15/08/2006,2006,harbour porpoise,Phocoena phocoena,Sandymount,Co. Dublin,53.31,-6.18,,2864,2006_096,Nigel Baker -  Nick Channon, NO
1956,12/08/2006,2006,pilot whale,Globicephala melas,Dingle Bay,Co. Kerry,52.13,-10.06,,2887,2006_095,Walter Castellazzo, NO
1957,11/08/2006,2006,Sowerby's beaked whale,Mesoplodon bidens,Doughmore Doonbeg,Co. Clare,52.748,-9.511,,2862,2006_093,Sue Magee (Dolphinwatch Carrigaholt) -  Nuala Bermingham -  Janelle Atkinson (SDWF), NO
1958,11/08/2006,2006,whale species,whale species,Portrush,Co. Antrim,55.21,-6.65,,2863,2006_094,Jim Allen, NO
1959,09/08/2006,2006,striped dolphin,Stenella coeruleoalba,White Strand,Co. Galway,0,0,,2861,2006_092,Kevin Neary (Galway County Council) -  Carys Davies (GMIT), NO
1960,01/08/2006,2006,pilot whale,Globicephala melas,Lough Donnell,Co. Clare,52.776,-9.4967,,2860,2006_091,Fiona and Mary Stack, NO
1961,27/07/2006,2006,sei whale,Balaenoptera borealis,Island Magee,Co. Antrim,54.83,-5.77,,2858,2006_090,Peter Steele (North Irish Lodge & IWDG) -  John Milbure (EHS), YES
1962,26/07/2006,2006,Atlantic white-sided dolphin,Lagenorhynchus acutus,Dingle Harbour,Co. Kerry,0,0,,2857,2006_089,Jill Crosher, NO
1963,25/07/2006,2006,whale species,whale species,Ardmore Bay,Co. Waterford,51.96,-7.71,,2859,2006_088,Dermot Twomey -  Andrew Malcolm, NO
1964,21/07/2006,2006,humpback whale,Megaptera novaeangliae,Inverin,Co. Galway,53.228,-9.486,,2856,2006_087,Gda. Emma Kerrin -  Rory Thynne -  Joanne O'Brien (GMIT) and Simon Berrow, NO
1965,17/07/2006,2006,bottlenose dolphin,Tursiops truncatus,Querrin,Co. Clare,52.625,-9.586,,2852,2006_086,Martin Brassil -  Simon -  Frances and Ronan Berrow -  Jamie and Jo Wills, NO
1966,13/07/2006,2006,harbour porpoise,Phocoena phocoena,,,55.21,-6.62,,2855,2006_085,Gary Burrows (EHS), YES
1967,10/07/2006,2006,Atlantic white-sided dolphin,Lagenorhynchus acutus,,,54.45,-5.44,,2853,2006_084,Mr. and Mrs. Cully -  Tania Singleton, NO
1968,09/07/2006,2006,common dolphin,Delphinus delphis,Youghal Bay,Co. Cork,51.95,-7.84,,2851,2006_083,Irish Coastguard -  Janet Howley -  Pat Smiddy, NO
1969,08/07/2006,2006,common dolphin,Delphinus delphis,Kinvara Bay,Co. Galway,0,0,,2850,2006_082,Sabine Spriger and Cilian Roden, NO
1970,03/07/2006,2006,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Portrush,Co. Antrim,55.17,-6.74,,2847,2006_080,Helen White, NO
1971,03/07/2006,2006,harbour porpoise,Phocoena phocoena,Sligo Bay,Co. Sligo,54.27,-8.66,,2848,2006_081,Woodrow Wildlife Consulting, NO
1972,29/06/2006,2006,minke whale,Balaenoptera acutorostrata,Horn Head,Co. Donegal,55.17,-8.03,,2854,2006_079,Seamus McGinty (NPWS), NO
1973,26/06/2006,2006,cetacean species,cetacean species,Dawros Head,Co. Donegal,54.83,-8.56,,2843,2006_077,Robert Henshall, NO
1974,26/06/2006,2006,harbour porpoise,Phocoena phocoena,Laytown Beach,Co. Meath,53.71,-6.24,,2846,2006_078,Stephanie Troy, NO
1975,25/06/2006,2006,basking shark,basking shark,Crohy Head Maghery Bay,Co. Donegal,54.92,-8.45,,2844,2006_076,Emer Magee (NPWS), NO
1976,24/06/2006,2006,beaked whale species,beaked whale species,Inishtrahull Island,Co. Donegal,55.4,-7.13,,2845,2006_075,Gary Burrows -  Keith Gilmore -  Matthew Tickner., NO
1977,23/06/2006,2006,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Clew Bay,Co. Mayo,53.8762,-9.8226,,2869,2006_074,Bairbre Mullee, NO
1978,19/06/2006,2006,Atlantic white-sided dolphin,Lagenorhynchus acutus,Renvyle ,Co. Galway,53.61,-10.035,,2840,2006_073,Robert Holloway (NPWS), YES
1979,14/06/2006,2006,common or striped dolphin,common or Stenella coeruleoalba,Lough Foyle,Co. Derry,55.125,-6.99,,2842,2006_072,Phillip Whelpdale, NO
1980,12/06/2006,2006,harbour porpoise,Phocoena phocoena,Ventry,Co. Kerry,52.128,-10.37,,2839,2006_071,Con Moriarty -  Lauren Williams -  Nick Massett, NO
1981,11/06/2006,2006,harbour porpoise,Phocoena phocoena,Tramore Bay,Co. Waterford,52.1593,-7.14,,2838,2006_069,Coastwatch Ireland / Dave Wall, NO
1982,11/06/2006,2006,basking shark,basking shark,Ballycotton,Co. Cork,51.863,-7.987,,2902,2006_070,Gill Barrett, NO
1983,07/06/2006,2006,common or striped dolphin,common or Stenella coeruleoalba,Inishshark,Co. Galway,53.62,-10.276,,2841,2006_068,Robert Holloway -  Ger O'Donnell (NPWS), NO
1984,30/05/2006,2006,Atlantic white-sided dolphin,Lagenorhynchus acutus,Ballynakill Bay,Co. Galway,53.571,-9.978,,2837,2006_067,Robert Holloway (NPWS), NO
1985,28/05/2006,2006,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Crohy Head Maghery Bay,Co. Donegal,54.95,-8.39,,2849,2006_065,Brian McCullough, NO
1986,28/05/2006,2006,cetacean species,cetacean species,Doolin,Co. Clare,53.01,-9.407,,2903,2006_066,Irene Llabres Pohl, NO
1987,22/05/2006,2006,harbour porpoise,Phocoena phocoena,White Park Bay,Co. Antrim,55.234,-6.405,,2835,2006_064,Gary Burrows -  Barry Crawford, NO
1988,20/05/2006,2006,pilot whale,Globicephala melas,Mullet Peninsula,Co. Mayo,54.207,-10.09,,2833,2006_062,Cathy Keane, NO
1989,20/05/2006,2006,common or striped dolphin,common or Stenella coeruleoalba,Kilkieran Bay,Co. Galway,53.28,-9.738,,2836,2006_063,Alan Horner, NO
1990,19/05/2006,2006,northern bottlenose whale,Hyperoodon ampullatus,Toberpatrick,Co. Sligo,54.267,-8.733,,2831,2006_059,John-Mark Dick -  Don Cotton, NO
1991,19/05/2006,2006,cetacean species,cetacean species,Hook Head,Co. Wexford,52.194,-6.349,,2832,2006_060,Jim Hurley, NO
1992,19/05/2006,2006,common dolphin,Delphinus delphis,Hook Head,Co. Wexford,52.173,-6.369,,2834,2006_061,Noel Murray, NO
1993,13/05/2006,2006,northern bottlenose whale,Hyperoodon ampullatus,Lislary,Co. Sligo,54.33,-8.63,,2829,2006_058,Don Cotton, YES
1994,10/05/2006,2006,common dolphin,Delphinus delphis,Power Head,Co. Cork,51.798,-8.146,,2827,2006_057,Ruth Broderick -  Pat Smiddy -  Emer Rogan, NO
1995,03/05/2006,2006,northern bottlenose whale,Hyperoodon ampullatus,Fermoyle,Co. Kerry,52.247,-10.131,,2824,2006_055,Chris and Lee Van Schoor -  Kevin Flannery -  Mick O'Connell, YES
1996,03/05/2006,2006,pilot whale,Globicephala melas,Carrigaholt Shannon Estuary,Co. Clare,52.583,-9.733,,2825,2006_056,Dave Kearney -  Joe Burke -  Simon Berrow -  Frances Bermingham, NO
1997,29/04/2006,2006,striped dolphin,Stenella coeruleoalba,Cork Harbour,Co. Cork,51.852,-8.275,,2822,2006_053,Jim and Peter Wilson and Conor Ryan, YES
1998,29/04/2006,2006,pilot whale,Globicephala melas,Inch Dingle Bay,Co. Kerry,52.13,-9.973,,2823,2006_054,Kevin Flannery -  Paschal Dower (NPWS) and Simon Berrow, YES
1999,19/04/2006,2006,common dolphin,Delphinus delphis,Cleggan Bay,Co. Galway,53.559,-10.135,,2820,2006_052,Robert Holloway (NPWS), NO
2000,06/04/2006,2006,Atlantic white-sided dolphin,Lagenorhynchus acutus,Slyne Head,Co. Galway,53.448,-10.139,,2818,2006_051,Jiri Karbus, NO
2001,03/04/2006,2006,harbour porpoise,Phocoena phocoena,Belfast Lough,Co. Down,54.661,-5.793,,2815,2006_050,Ian Enlander, NO
2002,02/04/2006,2006,harbour porpoise,Phocoena phocoena,Bettystown,Co. Meath,53.71,-6.24,,2821,2006_049,Stephanie Troy -  Roger Moore -  I.S.S. -  Richard Arnett, NO
2003,02/04/2006,2006,bottlenose dolphin,Tursiops truncatus,Fenit Tralee Bay,Co. Kerry,52.275,-9.841,,2812,2006_046,Jill Lynch -  M. O'Connell, NO
2004,02/04/2006,2006,common dolphin,Delphinus delphis,Kilmore Quay,Co. Wexford,52.171,-6.6,,2813,2006_047,Jim Hurley, YES
2005,02/04/2006,2006,cetacean species,cetacean species,,,51.613,-9.542,,2814,2006_048,Steve Roffe -  Pat Gallagher, YES
2006,29/03/2006,2006,harbour porpoise,Phocoena phocoena,Carnsore Point,Co. Wexford,52.201,-6.35,,2807,2006_045,Nic Slocum, NO
2007,28/03/2006,2006,striped dolphin,Stenella coeruleoalba,Tralee Bay,Co. Kerry,52.229,-9.907,,2803,2006_044,Bernard Mac Bradaigh -  Eunice Carabine, NO
2008,25/03/2006,2006,harbour porpoise,Phocoena phocoena,,,53.975,-6.158,,2802,2006_043,Tony Canavan -  Breffni Martin -  James Larkin, NO
2009,24/03/2006,2006,harbour porpoise,Phocoena phocoena,Tramore Bay,Co. Waterford,52.164,-7.108,,2809,2006_042,James McCartan, NO
2010,18/03/2006,2006,cetacean species,cetacean species,,,54.612,-8.569,,2805,2006_041,John O'Boyle, NO
2011,17/03/2006,2006,pilot whale,Globicephala melas,Renvyle ,Co. Galway,53.615,-9.899,,2828,2006_040,Brendan Walsh, NO
2012,15/03/2006,2006,common dolphin,Delphinus delphis,Tramore,Co. Waterford,52.15,-7.105,,2804,2006_039,Betty Twomey, NO
2013,14/03/2006,2006,harbour porpoise,Phocoena phocoena,Tramore,Co. Waterford,52.15,-7.11,,2811,2006_038,Betty Twomey, NO
2014,13/03/2006,2006,striped dolphin,Stenella coeruleoalba,Greenore Carlingford Lough,Co. Louth,54.001,-6.108,,2808,2006_037,James Larkin -  Peter Larkin., NO
2015,11/03/2006,2006,striped dolphin,Stenella coeruleoalba,Carlingford Lough,Co. Down,54.068,-6.177,,2817,2006_036,Ian Enlander, NO
2016,10/03/2006,2006,striped dolphin,Stenella coeruleoalba,Carlingford Lough,Co. Down,54.069,-6.177,,2816,2006_034,Ian Enlander, YES
2017,10/03/2006,2006,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Waterville,Co. Kerry,51.82,-10.18,,3013,2006_035,Rosemary Hill, NO
2018,07/03/2006,2006,Risso's dolphin,Grampus griseus,Pollan Bay Inishowen,Co. Donegal,55.298,-7.383,,2810,2006_033,Emmett Johnston, NO
2019,03/03/2006,2006,common dolphin,Delphinus delphis,Inchydoney,Co. Cork,51.589,-8.853,,2830,2006_032,Liz O'Regan, NO
2020,03/03/2006,2006,white-beaked dolphin,Lagenorhynchus albirostris,Castlegregory,Co. Kerry,52.286,-10.041,,2799,2006_029,K. Flannery -  E. Rogan -  M. O'Connell, NO
2021,03/03/2006,2006,striped dolphin,Stenella coeruleoalba,Bunmahon,Co. Waterford,52.117,-7.388,,2800,2006_030,George Munday, NO
2022,03/03/2006,2006,common dolphin,Delphinus delphis,Youghal Bay,Co. Cork,51.95,-7.85,,2801,2006_031,Irish Coastguard -  Pat Smiddy -  E. Rogan, NO
2023,27/02/2006,2006,harbour porpoise,Phocoena phocoena,Bray,Co. Wicklow,53.217,-6.09,,2796,2006_027,Pat O'Suilleabhain, NO
2024,27/02/2006,2006,striped dolphin,Stenella coeruleoalba,Skerries,Co. Dublin,53.567,-6.09,,2797,2006_028,Sean Pierce, NO
2025,24/02/2006,2006,Atlantic white-sided dolphin,Lagenorhynchus acutus,,,54.61,-8.572,,2806,2006_026,John O'Boyle, NO
2026,23/02/2006,2006,white-beaked dolphin,Lagenorhynchus albirostris,Mullet Peninsula,Co. Mayo,54.187,-10.04,,2798,2006_025,Irene O'Brien (NPWS), NO
2027,21/02/2006,2006,common or striped dolphin,common or Stenella coeruleoalba,Ballyconneely,Co. Galway,53.408,-10.115,,2826,2006_024,Robert Holloway (NPWS), NO
2028,20/02/2006,2006,minke whale,Balaenoptera acutorostrata,Lettermacaward,Co. Donegal,54.869,-8.385,,2787,2006_023,Pat Dunleavy, NO
2029,19/02/2006,2006,striped dolphin,Stenella coeruleoalba,Rosslare,Co. Wexford,52.267,-6.36,,2792,2006_022,Brendan Ward / Tony Murray (NPWS), NO
2030,17/02/2006,2006,Atlantic white-sided dolphin,Lagenorhynchus acutus,Slyne Head,Co. Galway,53.451,-10.133,,2793,2006_020,Robert Holloway (NPWS), NO
2031,17/02/2006,2006,lagenorhynchus species,lagenorhynchus species,Carrownisky Beach,Co. Mayo,53.756,-9.885,,2794,2006_021,Nollaig Ruddy / Michael Viney, NO
2032,15/02/2006,2006,pilot whale,Globicephala melas,Inch Dingle Bay,Co. Kerry,52.13,-9.975,,2795,2006_019,Rob Mc Donnell / Mick O'Connell, NO
2033,14/02/2006,2006,common dolphin,Delphinus delphis,Carnsore Point,Co. Wexford,52.21,-6.34,,2790,2006_018,Chris and Caoimhe MacNulty, NO
2034,12/02/2006,2006,cetacean species,cetacean species,Drinagh South Slobs,Co. Wexford,52.305,-6.41,,2791,2006_017,Tony Murray (NPWS), YES
2035,11/02/2006,2006,dolphin species,dolphin species,Rosslare,Co. Wexford,52.3,-6.38,,2782,2006_016,Nicky Walsh -  Helen Duggan -  Lorcan Scott, YES
2036,07/02/2006,2006,common or striped dolphin,common or Stenella coeruleoalba,Carnsore Point,Co. Wexford,52.18,-6.36,,2783,2006_015,Tony Murray (NPWS), NO
2037,05/02/2006,2006,common dolphin,Delphinus delphis,Kenmare River,Co. Kerry,51.87,-9.58,,2781,2006_014,John Cronin -  Mick O'Connell, NO
2038,02/02/2006,2006,pilot whale,Globicephala melas,Barley Cove,Co. Cork,51.4667,-9.7708,,2780,2006_012,Jackie Hodgsen/Michael Barry (Cork Co. Co.), NO
2039,02/02/2006,2006,harbour porpoise,Phocoena phocoena,Ballycotton,Co. Cork,51.854,-8,,2788,2006_013,Ken Cotter / E. Rogan, NO
2040,27/01/2006,2006,common dolphin,Delphinus delphis,Hook Head,Co. Wexford,52.133,-6.91,,2777,2006_011,Noel Murray, NO
2041,24/01/2006,2006,common dolphin,Delphinus delphis,Brittas Bay,Co. Wicklow,52.9,-6.05,,2770,2006_010,Terry Kavanagh -  Mick Kelly -  Dave Wall & Pauline Delahunt, YES
2042,23/01/2006,2006,harbour porpoise,Phocoena phocoena,Garretstown,Co. Cork,51.638,-8.567,,2773,2006_009,Irene Lyons & Conor Hemlock, NO
2043,22/01/2006,2006,harbour porpoise,Phocoena phocoena,Mulranny Clew Bay,Co. Mayo,53.88,-9.75,,2776,2006_008,Carol Loftus -  Alan Stoney, NO
2044,21/01/2006,2006,common dolphin,Delphinus delphis,Ardmalin Malin Head,Co. Donegal,55.37,-7.33,,2774,2006_007,Emmet Johnson, NO
